PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Thouverai, E; Marcantonio, M; Cosma, E; Bottegoni, F; Gatti, RC; Conti, L; Di Musciano, M; Malavasi, M; Moudry, V; Simova, P; Testolin, R; Zannini, P; Rocchini, D				Thouverai, Elisa; Marcantonio, Matteo; Cosma, Emanuela; Bottegoni, Francesca; Gatti, Roberto Cazzolla; Conti, Luisa; Di Musciano, Michele; Malavasi, Marco; Moudry, Vitezslav; Simova, Petra; Testolin, Riccardo; Zannini, Piero; Rocchini, Duccio			Helical graphs to visualize the NDVI temporal variation of forest vegetation in an open source space	ECOLOGICAL INFORMATICS				Article																				2	2			ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS						MAY	2023	74								101956	10.1016/j.ecoinf.2022.101956	http://dx.doi.org/10.1016/j.ecoinf.2022.101956		JAN 2023	11									2024-08-19	WOS:000919647600001
J	Alessi, N; Bonari, G; Zannini, P; Jiménez-Alfaro, B; Agrillo, E; Attorre, F; Canullo, R; Casella, L; Cervellini, M; Chelli, S; Di Musciano, M; Guarino, R; Martellos, S; Massimi, M; Venanzoni, R; Zerbe, S; Chiarucci, A				Alessi, Nicola; Bonari, Gianmaria; Zannini, Piero; Jimenez-Alfaro, Borja; Agrillo, Emiliano; Attorre, Fabio; Canullo, Roberto; Casella, Laura; Cervellini, Marco; Chelli, Stefano; Di Musciano, Michele; Guarino, Riccardo; Martellos, Stefano; Massimi, Marco; Venanzoni, Roberto; Zerbe, Stefan; Chiarucci, Alessandro			Probabilistic and preferential sampling approaches offer integrated perspectives of Italian forest diversity	JOURNAL OF VEGETATION SCIENCE				Article																				3	3			WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA						JAN	2023	34	1							e13175	10.1111/jvs.13175	http://dx.doi.org/10.1111/jvs.13175			13						Green Published, hybrid			2024-08-19	WOS:000936791800001
J	Iannella, M; Masciulli, U; Cerasoli, F; Di Musciano, M; Biondi, M				Iannella, Mattia; Masciulli, Urbana; Cerasoli, Francesco; Di Musciano, Michele; Biondi, Maurizio			Assessing future shifts in habitat suitability and connectivity to old-growth forests to support the conservation of the endangered giant noctule	PEERJ				Article																				0	0			PEERJ INC	LONDON	341-345 OLD ST, THIRD FLR, LONDON, EC1V 9LL, ENGLAND						NOV 28	2022	10								e14446	10.7717/peerj.14446	http://dx.doi.org/10.7717/peerj.14446			25						Green Published, gold			2024-08-19	WOS:000919727300004
J	Vallese, C; Di Musciano, M; Muggia, L; Giordani, P; Francesconi, L; Benesperi, R; Chiarucci, A; Di Cecco, V; Di Martino, L; Di Nuzzo, L; Gheza, G; Zannini, P; Nascimbene, J				Vallese, Chiara; Di Musciano, Michele; Muggia, Lucia; Giordani, Paolo; Francesconi, Luana; Benesperi, Renato; Chiarucci, Alessandro; Di Cecco, Valter; Di Martino, Luciano; Di Nuzzo, Luca; Gheza, Gabriele; Zannini, Piero; Nascimbene, Juri			Water-energy relationships shape the phylogenetic diversity of terricolous lichen communities in Mediterranean mountains: Implications for conservation in a climate change scenario	FUNGAL ECOLOGY				Article																				3	3			ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND						DEC	2022	60								101189	10.1016/j.funeco.2022.101189	http://dx.doi.org/10.1016/j.funeco.2022.101189		SEP 2022	7						Green Published, Green Submitted			2024-08-19	WOS:000875739200005
J	Fattorini, L; Cervellini, M; Franceschi, S; Di Musciano, M; Zannini, P; Chiarucci, A				Fattorini, Lorenzo; Cervellini, Marco; Franceschi, Sara; Di Musciano, Michele; Zannini, Piero; Chiarucci, Alessandro			A sampling strategy for assessing habitat coverage at a broad spatial scale	ECOLOGICAL INDICATORS				Article																				2	2			ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS						OCT	2022	143								109352	10.1016/j.ecolind.2022.109352	http://dx.doi.org/10.1016/j.ecolind.2022.109352		SEP 2022	11						gold, Green Published			2024-08-19	WOS:000862268600001
J	Lelli, C; Chiarucci, A; Tomaselli, M; Di Musciano, M; Lasen, C; Poloniato, G; Nascimbene, J				Lelli, Chiara; Chiarucci, Alessandro; Tomaselli, Marcello; Di Musciano, Michele; Lasen, Cesare; Poloniato, Gianni; Nascimbene, Juri			Temporal beta diversity patterns reveal global change impacts in closed mountain grasslands	PLANT BIOSYSTEMS				Article																				3	3			TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND						MAR 4	2023	157	2					233	242		10.1080/11263504.2022.2100498	http://dx.doi.org/10.1080/11263504.2022.2100498		JUL 2022	10						Green Submitted			2024-08-19	WOS:000828578400001
J	Di Musciano, M; Ricci, L; Di Cecco, V; Bricca, A; Di Martino, L; Frattaroli, AR				Di Musciano, Michele; Ricci, Lorenzo; Di Cecco, Valter; Bricca, Alessandro; Di Martino, Luciano; Frattaroli, Anna Rita			Elevational patterns of plant dispersal ability in Southern Europe	PLANT BIOSYSTEMS				Article																				2	2			TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND						JAN 2	2023	157	1					71	79		10.1080/11263504.2022.2089761	http://dx.doi.org/10.1080/11263504.2022.2089761		JUN 2022	9									2024-08-19	WOS:000817864200001
J	Zannini, P; Frascaroli, F; Nascimbene, J; Halley, JM; Stara, K; Cervellini, M; Di Musciano, M; De Vigili, F; Rocchini, D; Piovesan, G; Alessi, N; Chiarucci, A				Zannini, Piero; Frascaroli, Fabrizio; Nascimbene, Juri; Halley, John Maxwell; Stara, Kalliopi; Cervellini, Marco; Di Musciano, Michele; De Vigili, Filippo; Rocchini, Duccio; Piovesan, Gianluca; Alessi, Nicola; Chiarucci, Alessandro			Investigating sacred natural sites and protected areas for forest area changes in Italy	CONSERVATION SCIENCE AND PRACTICE				Article																				8	8			WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA						AUG	2022	4	8							e12695	10.1111/csp2.12695	http://dx.doi.org/10.1111/csp2.12695		JUN 2022	13						gold, Green Published			2024-08-19	WOS:000811994000001
J	Valle, B; di Musciano, M; Gobbi, M; Bonelli, M; Colonnelli, E; Gardini, G; Migliorini, M; Pantini, P; Zanetti, A; Berrilli, E; Frattaroli, AR; Fugazza, D; Invernizzi, A; Caccianiga, M				Valle, Barbara; di Musciano, Michele; Gobbi, Mauro; Bonelli, Marco; Colonnelli, Enzo; Gardini, Giulio; Migliorini, Massimo; Pantini, Paolo; Zanetti, Adriano; Berrilli, Emanuele; Frattaroli, Anna Rita; Fugazza, Davide; Invernizzi, Anna; Caccianiga, Marco			Biodiversity and ecology of plants and arthropods on the last preserved glacier of the Apennines mountain chain (Italy)	HOLOCENE				Article																				6	6			SAGE PUBLICATIONS LTD	LONDON	1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND						AUG	2022	32	8					853	865	09596836221096292	10.1177/09596836221096292	http://dx.doi.org/10.1177/09596836221096292		JUN 2022	13									2024-08-19	WOS:000810792100001
J	Bricca, A; Di Musciano, M; Ferrara, A; Theurillat, JP; Cutini, M				Bricca, Alessandro; Di Musciano, Michele; Ferrara, Arianna; Theurillat, Jean-Paul; Cutini, Maurizio			Community assembly along climatic gradient: Contrasting pattern between-and within- species	PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS				Article																				13	14			ELSEVIER GMBH	MUNICH	HACKERBRUCKE 6, 80335 MUNICH, GERMANY						SEP	2022	56								125675	10.1016/j.ppees.2022.125675	http://dx.doi.org/10.1016/j.ppees.2022.125675		MAY 2022	10									2024-08-19	WOS:000806205100001
J	Lembrechts, JJ; van den Hoogen, J; Aalto, J; Ashcroft, MB; De Frenne, P; Kemppinen, J; Kopecky, M; Luoto, M; Maclean, IMD; Crowther, TW; Bailey, JJ; Haesen, S; Klinges, DH; Niittynen, P; Scheffers, BR; Van Meerbeek, K; Aartsma, P; Abdalaze, O; Abedi, M; Aerts, R; Ahmadian, N; Ahrends, A; Alatalo, JM; Alexander, JM; Allonsius, CN; Altman, J; Ammann, C; Andres, C; Andrews, C; Ardö, J; Arriga, N; Arzac, A; Aschero, V; Assis, RL; Assmann, JJ; Bader, MY; Bahalkeh, K; Barancok, P; Barrio, IC; Barros, A; Barthel, M; Basham, EW; Bauters, M; Bazzichetto, M; Marchesini, LB; Bell, MC; Benavides, JC; Alonso, JLB; Berauer, BJ; Bjerke, JW; Björk, RG; Björkman, MP; Björnsdóttir, K; Blonder, B; Boeckx, P; Boike, J; Bokhorst, S; Brum, BNS; Bruna, J; Buchmann, N; Buysse, P; Camargo, JL; Campoe, OC; Candan, O; Canessa, R; Cannone, N; Carbognani, M; Carnicer, J; Casanova-Katny, A; Cesarz, S; Chojnicki, B; Choler, P; Chown, SL; Cifuentes, EF; Ciliak, M; Contador, T; Convey, P; Cooper, EJ; Cremonese, E; Curasi, SR; Curtis, R; Cutini, M; Dahlberg, CJ; Daskalova, GN; de Pablo, MA; Della Chiesa, S; Dengler, J; Deronde, B; Descombes, P; Di Cecco, V; Di Musciano, M; Dick, J; Dimarco, RD; Dolezal, J; Dorrepaal, E; Dusek, J; Eisenhauer, N; Eklundh, L; Erickson, TE; Erschbamer, B; Eugster, W; Ewers, RM; Exton, DA; Fanin, N; Fazlioglu, F; Feigenwinter, I; Fenu, G; Ferlian, O; Calzado, MRF; Fernández-Pascual, E; Finckh, M; Higgens, RF; Forte, TGW; Freeman, EC; Frei, ER; Fuentes-Lillo, E; García, RA; García, MB; Géron, C; Gharun, M; Ghosn, D; Gigauri, K; Gobin, A; Goded, I; Goeckede, M; Gottschall, F; Goulding, K; Govaert, S; Graae, BJ; Greenwood, S; Greiser, C; Grelle, A; Guénard, B; Guglielmin, M; Guillemot, J; Haase, P; Haider, S; Halbritter, AH; Hamid, M; Hammerle, A; Hampe, A; Haugum, S; Hederová, L; Heinesch, B; Helfter, C; Hepenstrick, D; Herberich, M; Herbst, M; Hermanutz, L; Hik, DS; Hoffrén, R; Homeier, J; Hörtnagl, L; Hoye, TT; Hrbacek, F; Hylander, K; Iwata, H; Jackowicz-Korczynski, MA; Jactel, H; Järveoja, J; Jastrzebowski, S; Jentsch, A; Jiménez, JJ; Jónsdóttir, IS; Jucker, T; Jump, AS; Juszczak, R; Kanka, R; Kaspar, V; Kazakis, G; Kelly, J; Khuroo, AA; Klemedtsson, L; Klisz, M; Kljun, N; Knohl, A; Kobler, J; Kollár, J; Kotowska, MM; Kovács, B; Kreyling, J; Lamprecht, A; Lang, S; Larson, C; Larson, K; Laska, K; Maire, GI; Leihy, R; Lens, L; Liljebladh, B; Lohila, A; Lorite, J; Loubet, B; Lynn, J; Macek, M; Mackenzie, R; Magliulo, E; Maier, R; Malfasi, F; Mális, F; Man, M; Manca, G; Manco, A; Manise, T; Manolaki, P; Marciniak, F; Matula, R; Mazzolari, AC; Medinets, S; Medinets, V; Meeussen, C; Merinero, S; Mesquita, RDG; Meusburger, K; Meysman, FJR; Michaletz, ST; Milbau, A; Moiseev, D; Moiseev, P; Mondoni, A; Monfries, R; Montagnani, L; Moriana-Armendariz, M; di Cella, UM; Mörsdorf, M; Mosedale, JR; Muffler, L; Muñoz-Rojas, M; Myers, JA; Myers-Smith, IH; Nagy, L; Nardino, M; Naujokaitis-Lewis, I; Newling, E; Nicklas, L; Niedrist, G; Niessner, A; Nilsson, MB; Normand, S; Nosetto, MD; Nouvellon, Y; Nuñez, MA; Ogaya, R; Ogée, J; Okello, J; Olejnik, J; Olesen, JE; Opedal, OH; Orsenigo, S; Palaj, A; Pampuch, T; Panov, A; Pärtel, M; Pastor, A; Pauchard, A; Pauli, H; Pavelka, M; Pearse, WD; Peichl, M; Pellissier, L; Penczykowski, RM; Penuelas, J; Bon, MP; Petraglia, A; Phartyal, SS; Phoenix, GK; Pio, C; Pitacco, A; Pitteloud, C; Plichta, R; Porro, F; Portillo-Estrada, M; Poulenard, J; Poyatos, R; Prokushkin, AS; Puchalka, R; Puscas, M; Radujkovic, D; Randall, K; Backes, AR; Remmele, S; Remmers, W; Renault, D; Risch, AC; Rixen, C; Robinson, SA; Robroek, BJM; Rocha, A; Rossi, C; Rossi, G; Roupsard, O; Rubtsov, A; Saccone, P; Sagot, C; Bravo, JS; Santos, CC; Sarneel, JM; Scharnweber, T; Schmeddes, J; Schmidt, M; Scholten, T; Schuchardt, M; Schwartz, N; Scott, T; Seeber, J; de Andrade, ACS; Seipel, T; Semenchuk, P; Senior, RA; Serra-Diaz, JM; Sewerniak, P; Shekhar, A; Sidenko, N; Siebicke, L; Collier, LS; Simpson, E; Siqueira, DP; Sitková, Z; Six, J; Smiljanic, M; Smith, SW; Smith-Tripp, S; Somers, B; Sorensen, MV; Souza, JJLL; Souza, BI; Dias, AS; Spasojevic, MJ; Speed, JDM; Spicher, F; Stanisci, A; Steinbauer, K; Steinbrecher, R; Steinwandter, M; Stemkovski, M; Stephan, JG; Stiegler, C; Stoll, S; Svátek, M; Svoboda, M; Tagesson, T; Tanentzap, AJ; Tanneberger, F; Theurillat, JP; Thomas, HJD; Thomas, AD; Tielbörger, K; Tomaselli, M; Treier, UA; Trouillier, M; Turtureanu, PD; Tutton, R; Tyystjärvi, VA; Ueyama, M; Ujházy, K; Ujházyová, M; Uogintas, D; Urban, A; Urban, J; Urbaniak, M; Ursu, TM; Vaccari, FP; Van de Vondel, S; van den Brink, L; Van Geel, M; Vandvik, V; Vangansbeke, P; Varlagin, A; Veen, GF; Veenendaal, E; Venn, SE; Verbeeck, H; Verbrugggen, E; Verheijen, FGA; Villar, L; Vitale, L; Vittoz, P; Vives-Ingla, M; von Oppen, J; Walz, J; Wang, RX; Wang, YF; Way, RG; Wedegärtner, REM; Weigel, R; Wild, J; Wilkinson, M; Wilmking, M; Wingate, L; Winkler, M; Wipf, S; Wohlfahrt, G; Xenakis, G; Yang, Y; Yu, ZC; Yu, KL; Zellweger, F; Zhang, J; Zhang, ZC; Zhao, P; Ziemblinska, K; Zimmermann, R; Zong, SW; Zyryanov, V; Nijs, I; Lenoir, J				Lembrechts, Jonas J.; van den Hoogen, Johan; Aalto, Juha; Ashcroft, Michael B.; De Frenne, Pieter; Kemppinen, Julia; Kopecky, Martin; Luoto, Miska; Maclean, Ilya M. D.; Crowther, Thomas W.; Bailey, Joseph J.; Haesen, Stef; Klinges, David H.; Niittynen, Pekka; Scheffers, Brett R.; Van Meerbeek, Koenraad; Aartsma, Peter; Abdalaze, Otar; Abedi, Mehdi; Aerts, Rien; Ahmadian, Negar; Ahrends, Antje; Alatalo, Juha M.; Alexander, Jake M.; Allonsius, Camille Nina; Altman, Jan; Ammann, Christof; Andres, Christian; Andrews, Christopher; Ardo, Jonas; Arriga, Nicola; Arzac, Alberto; Aschero, Valeria; Assis, Rafael L.; Assmann, Jakob Johann; Bader, Maaike Y.; Bahalkeh, Khadijeh; Barancok, Peter; Barrio, Isabel C.; Barros, Agustina; Barthel, Matti; Basham, Edmund W.; Bauters, Marijn; Bazzichetto, Manuele; Marchesini, Luca Belelli; Bell, Michael C.; Benavides, Juan C.; Benito Alonso, Jose Luis; Berauer, Bernd J.; Bjerke, Jarle W.; Bjork, Robert G.; Bjorkman, Mats P.; Bjornsdottir, Katrin; Blonder, Benjamin; Boeckx, Pascal; Boike, Julia; Bokhorst, Stef; Brum, Barbara N. S.; Bruna, Josef; Buchmann, Nina; Buysse, Pauline; Camargo, Jose Luis; Campoe, Otavio C.; Candan, Onur; Canessa, Rafaella; Cannone, Nicoletta; Carbognani, Michele; Carnicer, Jofre; Casanova-Katny, Angelica; Cesarz, Simone; Chojnicki, Bogdan; Choler, Philippe; Chown, Steven L.; Cifuentes, Edgar F.; Ciliak, Marek; Contador, Tamara; Convey, Peter; Cooper, Elisabeth J.; Cremonese, Edoardo; Curasi, Salvatore R.; Curtis, Robin; Cutini, Maurizio; Dahlberg, C. Johan; Daskalova, Gergana N.; Angel de Pablo, Miguel; Della Chiesa, Stefano; Dengler, Juergen; Deronde, Bart; Descombes, Patrice; Di Cecco, Valter; Di Musciano, Michele; Dick, Jan; Dimarco, Romina D.; Dolezal, Jiri; Dorrepaal, Ellen; Dusek, Jiri; Eisenhauer, Nico; Eklundh, Lars; Erickson, Todd E.; Erschbamer, Brigitta; Eugster, Werner; Ewers, Robert M.; Exton, Dan A.; Fanin, Nicolas; Fazlioglu, Fatih; Feigenwinter, Iris; Fenu, Giuseppe; Ferlian, Olga; Fernandez Calzado, M. Rosa; Fernandez-Pascual, Eduardo; Finckh, Manfred; Higgens, Rebecca Finger; Forte, T'ai G. W.; Freeman, Erika C.; Frei, Esther R.; Fuentes-Lillo, Eduardo; Garcia, Rafael A.; Garcia, Maria B.; Geron, Charly; Gharun, Mana; Ghosn, Dany; Gigauri, Khatuna; Gobin, Anne; Goded, Ignacio; Goeckede, Mathias; Gottschall, Felix; Goulding, Keith; Govaert, Sanne; Graae, Bente Jessen; Greenwood, Sarah; Greiser, Caroline; Grelle, Achim; Guenard, Benoit; Guglielmin, Mauro; Guillemot, Joannes; Haase, Peter; Haider, Sylvia; Halbritter, Aud H.; Hamid, Maroof; Hammerle, Albin; Hampe, Arndt; Haugum, Siri, V; Hederova, Lucia; Heinesch, Bernard; Helfter, Carole; Hepenstrick, Daniel; Herberich, Maximiliane; Herbst, Mathias; Hermanutz, Luise; Hik, David S.; Hoffren, Raul; Homeier, Juergen; Hortnagl, Lukas; Hoye, Toke T.; Hrbacek, Filip; Hylander, Kristoffer; Iwata, Hiroki; Jackowicz-Korczynski, Marcin Antoni; Jactel, Herve; Jarveoja, Jarvi; Jastrzebowski, Szymon; Jentsch, Anke; Jimenez, Juan J.; Jonsdottir, Ingibjorg S.; Jucker, Tommaso; Jump, Alistair S.; Juszczak, Radoslaw; Kanka, Robert; Kaspar, Vit; Kazakis, George; Kelly, Julia; Khuroo, Anzar A.; Klemedtsson, Leif; Klisz, Marcin; Kljun, Natascha; Knohl, Alexander; Kobler, Johannes; Kollar, Jozef; Kotowska, Martyna M.; Kovacs, Bence; Kreyling, Juergen; Lamprecht, Andrea; Lang, Simone, I; Larson, Christian; Larson, Keith; Laska, Kamil; Maire, Guerric Ie; Leihy, Rachel, I; Lens, Luc; Liljebladh, Bengt; Lohila, Annalea; Lorite, Juan; Loubet, Benjamin; Lynn, Joshua; Macek, Martin; Mackenzie, Roy; Magliulo, Enzo; Maier, Regine; Malfasi, Francesco; Malis, Frantisek; Man, Matej; Manca, Giovanni; Manco, Antonio; Manise, Tanguy; Manolaki, Paraskevi; Marciniak, Felipe; Matula, Radim; Clara Mazzolari, Ana; Medinets, Sergiy; Medinets, Volodymyr; Meeussen, Camille; Merinero, Sonia; Guimaraes Mesquita, Rita de Cassia; Meusburger, Katrin; Meysman, Filip J. R.; Michaletz, Sean T.; Milbau, Ann; Moiseev, Dmitry; Moiseev, Pavel; Mondoni, Andrea; Monfries, Ruth; Montagnani, Leonardo; Moriana-Armendariz, Mikel; di Cella, Umberto Morra; Moersdorf, Martin; Mosedale, Jonathan R.; Muffler, Lena; Munoz-Rojas, Miriam; Myers, Jonathan A.; Myers-Smith, Isla H.; Nagy, Laszlo; Nardino, Marianna; Naujokaitis-Lewis, Ilona; Newling, Emily; Nicklas, Lena; Niedrist, Georg; Niessner, Armin; Nilsson, Mats B.; Normand, Signe; Nosetto, Marcelo D.; Nouvellon, Yann; Nunez, Martin A.; Ogaya, Roma; Ogee, Jerome; Okello, Joseph; Olejnik, Janusz; Olesen, Jorgen Eivind; Opedal, Oystein H.; Orsenigo, Simone; Palaj, Andrej; Pampuch, Timo; Panov, Alexey, V; Partel, Meelis; Pastor, Ada; Pauchard, Anibal; Pauli, Harald; Pavelka, Marian; Pearse, William D.; Peichl, Matthias; Pellissier, Loic; Penczykowski, Rachel M.; Penuelas, Josep; Bon, Matteo Petit; Petraglia, Alessandro; Phartyal, Shyam S.; Phoenix, Gareth K.; Pio, Casimiro; Pitacco, Andrea; Pitteloud, Camille; Plichta, Roman; Porro, Francesco; Portillo-Estrada, Miguel; Poulenard, Jerome; Poyatos, Rafael; Prokushkin, Anatoly S.; Puchalka, Radoslaw; Puscas, Mihai; Radujkovic, Dajana; Randall, Krystal; Backes, Amanda Ratier; Remmele, Sabine; Remmers, Wolfram; Renault, David; Risch, Anita C.; Rixen, Christian; Robinson, Sharon A.; Robroek, Bjorn J. M.; Rocha, Adrian, V; Rossi, Christian; Rossi, Graziano; Roupsard, Olivier; Rubtsov, Alexey, V; Saccone, Patrick; Sagot, Clotilde; Sallo Bravo, Jhonatan; Santos, Cinthya C.; Sarneel, Judith M.; Scharnweber, Tobias; Schmeddes, Jonas; Schmidt, Marius; Scholten, Thomas; Schuchardt, Max; Schwartz, Naomi; Scott, Tony; Seeber, Julia; Segalin de Andrade, Ana Cristina; Seipel, Tim; Semenchuk, Philipp; Senior, Rebecca A.; Serra-Diaz, Josep M.; Sewerniak, Piotr; Shekhar, Ankit; Sidenko, Nikita, V; Siebicke, Lukas; Collier, Laura Siegwart; Simpson, Elizabeth; Siqueira, David P.; Sitkova, Zuzana; Six, Johan; Smiljanic, Marko; Smith, Stuart W.; Smith-Tripp, Sarah; Somers, Ben; Sorensen, Mia Vedel; Souza, Jose Joao L. L.; Souza, Bartolomeu Israel; Dias, Arildo Souza; Spasojevic, Marko J.; Speed, James D. M.; Spicher, Fabien; Stanisci, Angela; Steinbauer, Klaus; Steinbrecher, Rainer; Steinwandter, Michael; Stemkovski, Michael; Stephan, Jorg G.; Stiegler, Christian; Stoll, Stefan; Svatek, Martin; Svoboda, Miroslav; Tagesson, Torbern; Tanentzap, Andrew J.; Tanneberger, Franziska; Theurillat, Jean-Paul; Thomas, Haydn J. D.; Thomas, Andrew D.; Tielboerger, Katja; Tomaselli, Marcello; Treier, Urs Albert; Trouillier, Mario; Turtureanu, Pavel Dan; Tutton, Rosamond; Tyystjarvi, Vilna A.; Ueyama, Masahito; Ujhazy, Karol; Ujhazyova, Mariana; Uogintas, Domas; Urban, Anastasiya, V; Urban, Josef; Urbaniak, Marek; Ursu, Tudor-Mihai; Vaccari, Francesco Primo; Van de Vondel, Stijn; van den Brink, Liesbeth; Van Geel, Maarten; Vandvik, Vigdis; Vangansbeke, Pieter; Varlagin, Andrej; Veen, G. F.; Veenendaal, Elmar; Venn, Susanna E.; Verbeeck, Hans; Verbrugggen, Erik; Verheijen, Frank G. A.; Villar, Luis; Vitale, Luca; Vittoz, Pascal; Vives-Ingla, Maria; von Oppen, Jonathan; Walz, Josefine; Wang, Runxi; Wang, Yifeng; Way, Robert G.; Wedegartner, Ronja E. M.; Weigel, Robert; Wild, Jan; Wilkinson, Matthew; Wilmking, Martin; Wingate, Lisa; Winkler, Manuela; Wipf, Sonja; Wohlfahrt, Georg; Xenakis, Georgios; Yang, Yan; Yu, Zicheng; Yu, Kailiang; Zellweger, Florian; Zhang, Jian; Zhang, Zhaochen; Zhao, Peng; Ziemblinska, Klaudia; Zimmermann, Reiner; Zong, Shengwei; Zyryanov, Viacheslav, I; Nijs, Ivan; Lenoir, Jonathan			Global maps of soil temperature	GLOBAL CHANGE BIOLOGY				Review																				135	140			WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA						MAY	2022	28	9					3110	3144		10.1111/gcb.16060	http://dx.doi.org/10.1111/gcb.16060		FEB 2022	35						Green Published, hybrid, Green Accepted, Green Submitted			2024-08-19	WOS:000753944300001
J	Valle, B; Cucini, C; Nardi, F; Caccianiga, M; Gobbi, M; Di Musciano, M; Carapelli, A; Ficetola, GF; Guerrieri, A; Fanciulli, PP				Valle, Barbara; Cucini, Claudio; Nardi, Francesco; Caccianiga, Marco; Gobbi, Mauro; Di Musciano, Michele; Carapelli, Antonio; Ficetola, Gentile Francesco; Guerrieri, Alessia; Fanciulli, Pietro Paolo			Desoria calderonis sp. nov., a new species of alpine cryophilic springtail (Collembola: Isotomidae) from the Apennines (Italy), with phylogenetic and ecological considerations	EUROPEAN JOURNAL OF TAXONOMY				Article																				9	9			MUSEUM NATL HISTOIRE NATURELLE	PARIS	SERVICE PUBLICATIONS SCIENTIFIQUES, 57 RUE CUVIER, 75005 PARIS, FRANCE						DEC 29	2021	787						32	52		10.5852/ejt.2021.787.1599	http://dx.doi.org/10.5852/ejt.2021.787.1599			21						Green Submitted, gold			2024-08-19	WOS:000744168700001
J	Cervellini, M; Di Musciano, M; Zannini, P; Fattorini, S; Jiménez-Alfaro, B; Agrillo, E; Attorre, F; Angelini, P; Beierkuhnlein, C; Casella, L; Field, R; Fischer, JC; Genovesi, P; Hoffmann, S; Irl, SDH; Nascimbene, J; Rocchini, D; Steinbauer, M; Vetaas, OR; Chiarucci, A				Cervellini, Marco; Di Musciano, Michele; Zannini, Piero; Fattorini, Simone; Jimenez-Alfaro, Borja; Agrillo, Emiliano; Attorre, Fabio; Angelini, Pierangela; Beierkuhnlein, Carl; Casella, Laura; Field, Richard; Fischer, Jan-Christopher; Genovesi, Piero; Hoffmann, Samuel; Irl, Severin D. H.; Nascimbene, Juri; Rocchini, Duccio; Steinbauer, Manuel; Vetaas, Ole R.; Chiarucci, Alessandro			Diversity of European habitat types is correlated with geography more than climate and human pressure	ECOLOGY AND EVOLUTION				Article																				15	15			WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA						DEC	2021	11	24					18111	18124		10.1002/ece3.8409	http://dx.doi.org/10.1002/ece3.8409		DEC 2021	14						Green Published			2024-08-19	WOS:000727349000001
J	De Simone, W; Allegrezza, M; Frattaroli, AR; Montecchiari, S; Tesei, G; Zuccarello, V; Di Musciano, M				De Simone, Walter; Allegrezza, Marina; Frattaroli, Anna Rita; Montecchiari, Silvia; Tesei, Giulio; Zuccarello, Vincenzo; Di Musciano, Michele			From Remote Sensing to Species Distribution Modelling: An Integrated Workflow to Monitor Spreading Species in Key Grassland Habitats	REMOTE SENSING				Article																				13	13			MDPI	BASEL	ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND						MAY	2021	13	10							1904	10.3390/rs13101904	http://dx.doi.org/10.3390/rs13101904			16						Green Published, gold			2024-08-19	WOS:000662586500001
J	Di Nuzzo, L; Vallese, C; Benesperi, R; Giordani, P; Chiarucci, A; Di Cecco, V; Di Martino, L; Di Musciano, M; Gheza, G; Lelli, C; Spitale, D; Nascimbene, J				Di Nuzzo, Luca; Vallese, Chiara; Benesperi, Renato; Giordani, Paolo; Chiarucci, Alessandro; Di Cecco, Valter; Di Martino, Luciano; Di Musciano, Michele; Gheza, Gabriele; Lelli, Chiara; Spitale, Daniel; Nascimbene, Juri			Contrasting multitaxon responses to climate change in Mediterranean mountains	SCIENTIFIC REPORTS				Article																				26	27			NATURE PORTFOLIO	BERLIN	HEIDELBERGER PLATZ 3, BERLIN, 14197, GERMANY						FEB 24	2021	11	1							4438	10.1038/s41598-021-83866-x	http://dx.doi.org/10.1038/s41598-021-83866-x			12						Green Published, gold			2024-08-19	WOS:000626806200030
